HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_num,Cabin_starboard,Passenger_group,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_starboard_P,Cabin_starboard_S,total_spend,avg_spend,max_spend,min_spend,RoomService_spent_perc,FoodCourt_spent_perc,ShoppingMall_spent_perc,Spa_spent_perc,VRDeck_spent_perc,is_group,HomePlanet_Earth_CryoSleep_False,HomePlanet_Earth_CryoSleep_True,HomePlanet_Europa_CryoSleep_False,HomePlanet_Europa_CryoSleep_True,HomePlanet_Mars_CryoSleep_False,HomePlanet_Mars_CryoSleep_True,HomePlanet_Earth_Destination_55 Cancri e,HomePlanet_Earth_Destination_PSO J318.5-22,HomePlanet_Earth_Destination_TRAPPIST-1e,HomePlanet_Europa_Destination_55 Cancri e,HomePlanet_Europa_Destination_PSO J318.5-22,HomePlanet_Europa_Destination_TRAPPIST-1e,HomePlanet_Mars_Destination_55 Cancri e,HomePlanet_Mars_Destination_PSO J318.5-22,HomePlanet_Mars_Destination_TRAPPIST-1e,Destination_55 Cancri e_CryoSleep_False,Destination_55 Cancri e_CryoSleep_True,Destination_PSO J318.5-22_CryoSleep_False,Destination_PSO J318.5-22_CryoSleep_True,Destination_TRAPPIST-1e_CryoSleep_False,Destination_TRAPPIST-1e_CryoSleep_True
Mars,False,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,0,F,569.0,P,2746,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1119.0,223.8,758.0,758.0,0.677390527256479,0.0,0.31814119749776587,0.004468275245755138,0.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,1,F,570.0,P,2747,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,1,F,529.0,S,2748,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,691.0,138.2,548.0,548.0,0.20694645441389292,0.7930535455861071,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Earth,False,TRAPPIST-1e,18.0,False,600.0,0.0,0.0,179.0,11.0,1,F,571.0,P,2750,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,790.0,158.0,600.0,600.0,0.759493670886076,0.0,0.0,0.22658227848101264,0.013924050632911392,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,F,530.0,S,2751,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0,G,444.0,P,2752,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,True,PSO J318.5-22,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,0,G,444.0,P,2752,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Earth,False,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,1,E,165.0,P,2752,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,840.0,168.0,758.0,758.0,0.0,0.09761904761904762,0.0,0.9023809523809524,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,0,E,188.0,S,2753,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,907.0,181.4,907.0,907.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Earth,False,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,0,E,166.0,P,2754,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,986.0,197.2,911.0,911.0,0.9239350912778904,0.0010141987829614604,0.0,0.07505070993914807,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,1,B,85.0,P,2755,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mars,False,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,0,F,572.0,P,2756,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1141.0,228.2,888.0,888.0,0.22173531989482909,0.0,0.0,0.7782646801051709,0.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,1,G,446.0,P,2758,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,0,E,167.0,P,2759,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,994.0,198.8,810.0,810.0,0.0,0.0,0.1710261569416499,0.014084507042253521,0.8148893360160966,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0,G,438.0,S,2760,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0,G,438.0,S,2760,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,G,438.0,S,2760,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,0,G,439.0,S,2762,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,885.0,177.0,625.0,625.0,0.7062146892655368,0.0,0.2937853107344633,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,0,G,439.0,S,2762,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,444.0,88.8,254.0,254.0,0.5720720720720721,0.0,0.02252252252252252,0.40540540540540543,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Earth,False,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,1,E,168.0,P,2763,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,859.0,171.8,756.0,756.0,0.10593713620488941,0.880093131548312,0.0,0.0,0.013969732246798603,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,1,E,189.0,S,2764,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1588.0,317.6,1209.0,1209.0,0.0,0.0,0.1341309823677582,0.10453400503778337,0.7613350125944585,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,0,F,532.0,S,2765,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1503.0,300.6,1502.0,1502.0,0.9993346640053227,0.0006653359946773121,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,36.0,False,123.0,3.0,0.0,7.0,0.0,1,F,533.0,S,2768,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,133.0,26.6,123.0,123.0,0.924812030075188,0.022556390977443608,0.0,0.05263157894736842,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0,G,442.0,S,2768,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0,G,442.0,S,2768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,0.0,0,F,573.0,P,2769,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1029.0,205.8,837.0,837.0,0.0,0.8134110787172012,0.18658892128279883,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Earth,False,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,0,G,443.0,S,2770,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1817.0,363.4,1721.0,1721.0,0.0,0.9471656576774904,0.0,0.05283434232250963,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,0,G,444.0,S,2772,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,757.0,151.4,757.0,757.0,0.0,0.0,0.0,1.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,0,D,94.0,S,2773,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1056.0,211.2,648.0,648.0,0.29734848484848486,0.001893939393939394,0.6136363636363636,0.08712121212121213,0.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,29.0,False,3.0,0.0,3.0,0.0,697.0,0,F,575.0,P,2774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,703.0,140.6,697.0,697.0,0.004267425320056899,0.0,0.004267425320056899,0.0,0.9914651493598862,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,17.0,False,0.0,1195.0,31.0,0.0,0.0,0,F,575.0,P,2774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1226.0,245.2,1195.0,1195.0,0.0,0.9747145187601958,0.02528548123980424,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,0,F,575.0,P,2774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,967.0,193.4,551.0,551.0,0.42605997931747674,0.004136504653567736,0.0,0.0,0.5698035160289555,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,35.0,False,2301.0,0.0,414.0,0.0,0.0,1,D,82.0,P,2778,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2715.0,543.0,2301.0,2301.0,0.8475138121546961,0.0,0.15248618784530388,0.0,0.0,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Mars,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,1,F,576.0,P,2778,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Earth,False,TRAPPIST-1e,24.0,False,14.0,702.0,0.0,0.0,0.0,0,F,578.0,P,2780,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,716.0,143.2,702.0,702.0,0.019553072625698324,0.9804469273743017,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,0,G,447.0,P,2781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,D,83.0,P,2783,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Europa,False,55 Cancri e,29.0,False,2.0,8.0,0.0,2864.0,155.0,0,D,83.0,P,2783,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3029.0,605.8,2864.0,2864.0,0.0006602839220864972,0.002641135688345989,0.0,0.945526576427864,0.05117200396170353,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,1661.0,52.0,8.0,1,G,448.0,P,2784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1721.0,344.2,1661.0,1661.0,0.0,0.0,0.9651365485183033,0.03021499128413713,0.004648460197559558,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,1,C,102.0,S,2785,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,53.0,False,0.0,1.0,0.0,195.0,493.0,1,E,190.0,S,2786,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,689.0,137.8,493.0,493.0,0.0,0.001451378809869376,0.0,0.2830188679245283,0.7155297532656023,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Earth,False,55 Cancri e,21.0,False,13.0,0.0,1098.0,64.0,1.0,0,F,535.0,S,2787,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1176.0,235.2,1098.0,1098.0,0.011054421768707483,0.0,0.9336734693877551,0.05442176870748299,0.0008503401360544217,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,0,G,449.0,P,2788,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0,G,450.0,P,2789,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,B,86.0,P,2790,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Europa,False,55 Cancri e,41.0,False,0.0,320.0,4333.0,1313.0,51.0,0,B,86.0,P,2790,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6017.0,1203.4,4333.0,4333.0,0.0,0.05318264916071132,0.7201263087917567,0.21821505733754362,0.008475984709988366,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Europa,False,TRAPPIST-1e,29.0,False,3.0,933.0,0.0,674.0,731.0,0,B,86.0,P,2790,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2341.0,468.2,933.0,933.0,0.0012815036309269544,0.3985476292182828,0.0,0.28791114908158905,0.3122597180692012,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,False,55 Cancri e,54.0,False,0.0,37.0,0.0,4689.0,0.0,0,B,86.0,P,2790,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4726.0,945.2,4689.0,4689.0,0.0,0.007829030892932713,0.0,0.9921709691070673,0.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Europa,False,55 Cancri e,43.0,False,0.0,9923.0,660.0,10.0,266.0,1,B,86.0,P,2790,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10859.0,2171.8,9923.0,9923.0,0.0,0.913804217699604,0.06077907726309973,0.0009208951100469656,0.024495809927249285,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
