HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_num,Cabin_starboard,Passenger_group,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_starboard_P,Cabin_starboard_S
Mars,False,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,1,F,593.0,P,2878,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,0,G,468.0,P,2880,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,0,G,457.0,S,2881,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0,G,458.0,S,2882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,1,F,595.0,P,2883,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,0.0,0.0,0,D,90.0,P,2884,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,0,G,459.0,S,2887,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mars,False,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,0,F,597.0,P,2888,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Europa,False,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,0,B,89.0,P,2890,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,1,B,89.0,P,2890,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,18.0,False,4.0,904.0,0.0,0.0,1.0,0,G,460.0,S,2891,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,1,G,469.0,P,2892,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,True,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,0,G,469.0,P,2892,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,G,469.0,P,2892,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,0,F,598.0,P,2892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0,G,469.0,P,2892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,0,G,470.0,P,2893,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,0,F,599.0,P,2894,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,1,G,461.0,S,2897,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mars,False,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,0,F,600.0,P,2899,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,F,-1.0,S,2900,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,16.0,False,0.0,20.0,0.0,300.0,681.0,0,F,601.0,P,2901,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,24.0,False,0.0,2.0,25.0,0.0,707.0,1,F,601.0,P,2901,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,33.0,False,123.0,760.0,0.0,0.0,0.0,0,G,471.0,P,2902,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,55 Cancri e,24.0,False,489.0,0.0,0.0,0.0,0.0,0,G,462.0,S,2905,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,29.0,False,1.0,0.0,133.0,104.0,574.0,0,G,463.0,S,2906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,25.0,False,0.0,9.0,2005.0,0.0,5.0,1,F,552.0,S,2907,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0,G,464.0,S,2908,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,13.0,False,649.0,2.0,0.0,124.0,143.0,0,F,553.0,S,2908,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,True,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,0,G,473.0,P,2909,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,0,F,602.0,P,2910,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0,E,178.0,P,2912,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,0,F,603.0,P,2913,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,1,D,96.0,S,2919,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,F,555.0,S,2919,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Mars,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,1,F,555.0,S,2919,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,1,F,606.0,P,2920,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,1,F,609.0,P,2925,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,F,609.0,P,2925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,0,F,-1.0,S,2926,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Mars,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,F,611.0,P,2927,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Europa,False,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,0,B,92.0,P,2928,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,1,B,92.0,P,2928,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,B,92.0,P,2928,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,True,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,1,G,467.0,S,2929,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,45.0,False,0.0,9.0,0.0,857.0,16.0,0,G,474.0,P,2930,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,0,F,557.0,S,2934,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Europa,False,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,0,T,2.0,P,2935,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Earth,False,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,0,G,468.0,S,2936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Europa,True,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,1,C,100.0,P,2938,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,1,F,615.0,P,2940,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,16.0,False,24.0,0.0,13.0,717.0,0.0,0,G,477.0,P,2941,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,0,F,558.0,S,2942,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0,G,478.0,P,2943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,0,F,559.0,S,2944,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,0,G,469.0,S,2944,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,0,G,469.0,S,2944,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,G,469.0,S,2944,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,1,G,479.0,P,2945,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Europa,False,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,1,C,112.0,S,2948,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0,G,482.0,P,2949,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,0,F,617.0,P,2950,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,1,E,179.0,P,2953,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Earth,False,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,1,F,619.0,P,2954,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,28.0,False,3.0,141.0,0.0,0.0,1689.0,0,G,470.0,S,2956,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,0,F,561.0,S,2958,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,0,F,620.0,P,2959,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,0,F,562.0,S,2960,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,0,F,621.0,P,2961,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mars,False,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,0,E,180.0,P,2962,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Europa,False,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,0,A,35.0,S,2964,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,0,F,622.0,P,2965,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,1,E,181.0,P,2966,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,1,G,485.0,P,2968,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,37.0,False,221.0,0.0,32.0,38.0,516.0,0,G,486.0,P,2969,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Earth,False,TRAPPIST-1e,28.82793046746535,False,740.0,82.0,6.0,0.0,1.0,0,F,-1.0,S,2970,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Europa,False,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,1,T,3.0,P,2971,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,1,E,182.0,P,2972,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Earth,False,PSO J318.5-22,20.0,False,0.0,0.0,585.0,0.0,10.0,0,F,564.0,S,2975,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Europa,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,0,B,93.0,P,2979,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,1,B,111.0,S,2982,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,1,E,183.0,P,2983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Europa,False,TRAPPIST-1e,37.0,False,0.0,210.0,0.0,4114.0,0.0,0,D,97.0,S,2984,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mars,False,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,0,E,197.0,S,2986,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Europa,False,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,0,A,36.0,S,2988,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,1,G,472.0,S,2990,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,49.0,False,0.0,0.0,0.0,160.0,528.0,0,F,570.0,S,2992,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,24.0,False,1252.0,6.0,0.0,123.0,706.0,0,F,571.0,S,2993,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,0,E,198.0,S,2994,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,B,94.0,P,2995,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,1,B,94.0,P,2995,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earth,False,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,0,F,626.0,P,2996,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Europa,False,TRAPPIST-1e,47.0,False,0.0,5252.0,0.0,124.0,300.0,1,C,113.0,S,2998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,19.0,False,736.0,0.0,0.0,0.0,1.0,0,F,627.0,P,3000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Europa,False,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,0,C,101.0,P,3001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,False,55 Cancri e,33.0,False,0.0,1001.0,2280.0,0.0,29.0,1,C,101.0,P,3001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,1,C,114.0,S,3003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,G,473.0,S,3004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Earth,False,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,0,F,572.0,S,3004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,1,F,573.0,S,3005,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Earth,False,PSO J318.5-22,19.0,False,23.0,0.0,0.0,0.0,732.0,0,G,474.0,S,3006,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
